CTNID,StudyName,CruiseTow,Cruise,Year,CruiseName,RVName,CruiseDateStart,CruiseDateEnd,TZZoneName,CruisePersID,Tow,R2R_Event,Epoch,DayEpoch,Date,DateTimeStart,DateTimeLocal,TimeStart,TimeLocal,DayNight,LatDegStart,LatMinStart,LatitudeStart,LongDegStart,LongMinStart,LongitudeStart,DateTimeEnd,DateTimeLocalEnd,TimeEnd,TimeLocalEnd,LatDegEnd,LatMinEnd,LatitudeEnd,LongDegEnd,LongMinEnd,LongitudeEnd,DurationTow,SolarElevationCorr,Heading,SOG,WaterDepth,WindSpeed,WindDirection,Weather,CloudCover,Seas,SST,SSS,TowPersID,NetID,NetName,MeshSize,NetLength,LengthHorizontal,LengthVertical,AreaM2,TowType,DepthTarget,DepthMaximum,WireOut,R2R_EventCTD,Cast,MOCDNPair,PreCast,PostCast,FirstMCN,Net,DepthStart,DepthEnd,DepthInterval,TimeNet,Dpth,AngleNet,FlowCounts,VolFilt,Temp,Sal,PayRetrievRate,FracBiom,FracPreserved,FracETS,FracGutFluor,FracGutContents,maxVolFiltM3,CruiseNotes,NetNotes,CTNNotes
101007,EXPORTS,1010,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,10,RR1813-SE-20180816.1940.001,1,2,8/16/18,2018-08-16T19:38:00,2018-08-16T10:38:00,19:38:00,10:38:00,Day,50,10.047,50.16745,144,58.47,144.9745,2018-08-16T23:32:00,2018-08-16T14:32:00,23:32:00,14:32:00,50,7.701,50.12835,145,11.488,145.1914667,234,26.31907078,268,1.9,4255.7,14.4,303.8,,100,1,14.21,32.26,SteD/StaK/MicA/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1010,2344.1,,1,1,1010010036,1010100639,1010010037,7,200,150,200-150,22:56,149,51.1,265,1028.3,5.013,33.627,-10,4,4,,,4,1121.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101008,EXPORTS,1010,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,10,RR1813-SE-20180816.1940.001,1,2,8/16/18,2018-08-16T19:38:00,2018-08-16T10:38:00,19:38:00,10:38:00,Day,50,10.047,50.16745,144,58.47,144.9745,2018-08-16T23:32:00,2018-08-16T14:32:00,23:32:00,14:32:00,50,7.701,50.12835,145,11.488,145.1914667,234,26.31907078,268,1.9,4255.7,14.4,303.8,,100,1,14.21,32.26,SteD/StaK/MicA/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1010,2344.1,,1,1,1010010036,1010100639,1010010037,8,150,100,150-100,23:07,100.7,51,241,940.1,5.573,32.996,-10,4,2,,,,1035.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101009,EXPORTS,1010,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,10,RR1813-SE-20180816.1940.001,1,2,8/16/18,2018-08-16T19:38:00,2018-08-16T10:38:00,19:38:00,10:38:00,Day,50,10.047,50.16745,144,58.47,144.9745,2018-08-16T23:32:00,2018-08-16T14:32:00,23:32:00,14:32:00,50,7.701,50.12835,145,11.488,145.1914667,234,26.31907078,268,1.9,4255.7,14.4,303.8,,100,1,14.21,32.26,SteD/StaK/MicA/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1010,2344.1,,1,1,1010010036,1010100639,1010010037,9,100,50,100-50,23:21,50.3,48.4,301,1258.1,7.871,32.462,-10,8,4,,,4,1381.8,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Neocalanus cristatus (abundant).  Some biomass and ETS sample spilled (~1%).
101010,EXPORTS,1010,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,10,RR1813-SE-20180816.1940.001,1,2,8/16/18,2018-08-16T19:38:00,2018-08-16T10:38:00,19:38:00,10:38:00,Day,50,10.047,50.16745,144,58.47,144.9745,2018-08-16T23:32:00,2018-08-16T14:32:00,23:32:00,14:32:00,50,7.701,50.12835,145,11.488,145.1914667,234,26.31907078,268,1.9,4255.7,14.4,303.8,,100,1,14.21,32.26,SteD/StaK/MicA/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1010,2344.1,,1,1,1010010036,1010100639,1010010037,10,50,0,50-0,23:32,,,265,1199.6,,,,4,2,,,,1241.7,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101101,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,1,0,1000,0-1000,7:29,999.4,34.8,624,3173.3,2.976,34.368,10/20/30/40/30/20/10/0,,,,,,3437.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101102,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,2,1000,750,1000-750,8:02,749.4,46.1,413,,3.432,34.246,0/-10,4,2,,,,3530.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Software froze @ 07:41.  Restarted software.  This resulted in a data gap between 892 (07:43) and 872 (07:45) m.  Volume filtered incorrect (= 17431).  Volume filtered estimated: change in flowmeter calibration = 4.4/4.75 = 0.926; vol filt in first line of original CastA_01A.PRO (and mcn) file after
101103,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,3,750,500,750-500,8:29,499.7,48.2,586,2407.8,3.937,34.087,0.5,4,2,,,,2622,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101104,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,4,500,400,500-400,8:44,400.2,50.3,367,1460,4.166,34.001,-15,4,2,,,,1584.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101105,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,5,400,300,400-300,9:00,299.1,48.1,411,1694.3,4.253,33.877,-15,4,2,,,,1860.2,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101106,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,6,300,200,300-200,9:14,199.7,51.7,288,1102.1,4.471,33.722,-15,4,2,,,,1192.8,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101107,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,7,200,150,200-150,9:27,150.1,51.3,338,1303.8,5.161,33.608,-10,4,2,,,,1423.7,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
101108,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,8,150,100,150-100,9:43,100.2,44.3,402,1782.1,5.781,32.815,-10,4,2,,,,1926,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Salpa/Radiolaria made a moderate mess of the sample.  Clumps retained on the 5000um sieve were picked through.  Some smaller animals (especially Oithonidae) were missed.
101109,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,9,100,50,100-50,9:52,50.3,45.1,230,1003.5,9.182,32.448,-10,4,2,,,,1092.6,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,SizeFraction = 5000 noted one Salpa test that looks like amphipod cleaned out.  SizeFraction = 5000 sample mess due to salps.
101110,EXPORTS,1011,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,11,RR1813-SE-20180817.0625.001,1,2,8/17/18,2018-08-17T06:25:00,2018-08-16T21:25:00,6:25:00,21:25:00,Night,50,10.019,50.16698333,144,58.267,144.9711167,2018-08-17T10:03:00,2018-08-17T01:03:00,10:03:00,1:03:00,50,5.347,50.08911667,145,7.177,145.1196167,218,-48.89716244,230.2,2,4256.7,9.5,136.7,,,1,14.31,32.26,SteD/StaK/MicA/CopJ/HirM/EstM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1025.6,1897.1,,2,1,1011010024,1011100585,1011010025,10,50,0,50-0,10:03,,,234,1081.9,,,-10,4,2,,,,1148.5,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Salpa/Siphonophrae/Radiolaria/Trichodesmium made a mess of the sample.  Many animals were caught and damaged in the gelantinous mass they made.  Many Chaetognatha/Neocalanus/Euphausiacea were broken.  I tried to separate as many animals as possible.  I likely missed smaller animals/transparent anima
104301,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,1,0,1000,0-1000,20:55,999.9,39.7,794,3847.3,2.991,34.364,10/20 @ 100m wire out/30/40/30/20/10/0,,,,,,4050.7,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104302,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,2,1000,750,1000-750,21:32,750.3,48.2,802,3316.9,3.44,34.253,0/-10/-15,4,2,,,,3632.5,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104303,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,3,750,500,750-500,22:08,500.4,44.9,826,3628.3,3.917,34.099,-15,4,2,,,,3963.7,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
