object_id,object_lat,object_lon,object_date,object_time,object_link,object_depth_min,object_depth_max,object_annotation_status,object_annotation_person_name,object_annotation_person_email,object_annotation_date,object_annotation_time,object_annotation_category,object_annotation_hierarchy,object_lat_end,object_lon_end,object_area,object_mean,object_stddev,object_mode,object_min,object_max,object_x,object_y,object_xm,object_ym,object_perim.,object_bx,object_by,object_width,object_height,object_major,object_minor,object_angle,object_circ.,object_feret,object_intden,object_median,object_skew,object_kurt,object_%area,object_xstart,object_ystart,object_area_exc,object_fractal,object_skelarea,object_slope,object_histcum1,object_histcum2,object_histcum3,object_xmg5,object_ymg5,object_nb1,object_nb2,object_nb3,object_compentropy,object_compmean,object_compslope,object_compm1,object_compm2,object_compm3,object_symetrieh,object_symetriev,object_symetriehc,object_symetrievc,object_convperim,object_convarea,object_fcons,object_thickr,object_tag,object_esd,object_elongation,object_range,object_meanpos,object_centroids,object_cv,object_sr,object_perimareaexc,object_feretareaexc,object_perimferet,object_perimmajor,object_circex,object_cdexc,sample_id,sample_dataportal_descriptor,sample_scan_operator,sample_ship,sample_program,sample_stationid,sample_bottomdepth,sample_ctdrosettefilename,sample_other_ref,sample_tow_nb,sample_tow_type,sample_net_type,sample_net_mesh,sample_net_surf,sample_zmax,sample_zmin,sample_tot_vol,sample_comment,sample_tot_vol_qc,sample_depth_qc,sample_sample_qc,sample_barcode,sample_duration,sample_ship_speed,sample_cable_length,sample_cable_angle,sample_cable_speed,sample_nb_jar,sample_open,process_id,process_date,process_time,process_img_software_version,process_img_resolution,process_img_od_grey,process_img_od_std,process_img_background_img,process_particle_version,process_particle_threshold,process_particle_pixel_size_mm,process_particle_min_size_mm,process_particle_max_size_mm,process_particle_sep_mask,process_particle_bw_ratio,process_software,acq_id,acq_instrument,acq_min_mesh,acq_max_mesh,acq_sub_part,acq_sub_method,acq_hardware,acq_software,acq_author,acq_imgtype,acq_scan_date,acq_scan_time,acq_quality,acq_bitpixel,acq_greyfrom,acq_scan_resolution,acq_rotation,acq_miror,acq_xsize,acq_ysize,acq_xoffset,acq_yoffset,acq_lut_color_balance,acq_lut_filter,acq_lut_min,acq_lut_max,acq_lut_odrange,acq_lut_ratio,acq_lut_16b_median,objid,processid_internal,acq_id_internal,sample_id_internal,classif_id,classif_who,classif_auto_id,classif_auto_name,classif_auto_score,classif_auto_when,object_random_value,object_sunpos,sample_lat,sample_long
201202_9900_1_1_1_tot_1_221,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,770076,107.37,58.168,54,50,255,880.63,839.82,1006.25,754.66,13465.2,1352,6658,2030,1469,2214.7,442.7,32.2,0.053,2354.4,82684058,84,1.255,0.142,0.73,3241,6658,764467,1.299,34064,56.178,66,82,117,0,0,20,79,0,0,0,0,0,0,0,5.608,5.755,5,5,6994,1064492,0,2.532,1,990.1975639,5,205,-2.573296148,151.1621646,54.01881345,28.29268293,15.40022218,2.69232254,5.720050977,6.079006772,0.05298536,0.172887554,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720158,1715485,1715485,454153,56693,80,,Gnathostomata,,,25679547,N,49,-15
201202_9900_1_1_1_tot_1_233,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,2284346,73.24,63.955,34,32,255,2049.71,988.34,1748.25,830.41,20510.26,3366,6933,3481,1996,3546.4,820.1,151.3,0.068,3825.9,167316163,45,1.771,1.456,0.61,3887,6933,2270458,1.305,76937,304.279,37,44,56,0,0,159,716,0,0,0,0,0,0,0,4.843,4.94,5,5,10950,3038986,0,2.923,1,1705.438261,4.324390244,223,-4.407371484,340.8342706,87.3839432,28.69955157,13.61159204,2.539149251,5.360690016,5.783981951,0.067825346,0.226196833,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720170,1715485,1715485,454153,56693,80,,Gnathostomata,,,30140635,N,49,-15
201202_9900_1_1_1_tot_1_258,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1183872,88.07,51.077,57,52,255,1141.46,710.75,1282.52,646.26,17456.29,1199,8015,2625,1275,2627.2,573.7,22,0.049,2745.4,104268035,70,2.09,2.945,0.46,3586,8015,1178387,1.31,35076,144.29,59,69,79,0,0,78,98,0,0,0,0,0,0,0,4.931,5.09,5,5,7796,1622018,1.103,2.55,1,1227.742907,4.576655052,203,-4.627945661,156.1697794,57.90848189,25.12315271,16.08054493,2.528706224,6.359198543,6.644842025,0.048596875,0.143864296,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720195,1715485,1715485,454153,56693,80,,Gnathostomata,,,31206798,N,49,-15
201202_9900_1_1_1_tot_1_270,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,2291702,74.27,59.586,41,37,255,579.3,1663.38,563.86,1970.17,23430.94,4021,8849,1102,3910,3613.4,807.5,86.5,0.052,3921.6,170205803,48,1.865,1.847,0.47,4725,8849,2280896,1.298,61017,359.509,41,47,57,0,0,391,373,0,0,0,0,0,0,0,4.937,5.066,5,5,10020,2937005,0,2.857,1,1708.181961,4.471534653,218,-4.849208479,307.3662311,80.78632018,27.52293578,15.51451066,2.596897735,5.974247833,6.485192361,0.052207596,0.203518274,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720207,1715485,1715485,454153,56693,80,,Gnathostomata,,,7629637,N,49,-15
201202_9900_1_1_1_tot_1_326,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,2422665,85.27,58.853,49,46,255,630.25,1775.89,583.81,2098.7,23582.84,1879,10200,1185,4041,3750.1,822.5,82.7,0.055,4055.9,206587213,59,1.686,1.183,0.54,2634,10200,2409657,1.301,70871,341.171,51,58,69,0,0,370,508,0,0,0,0,0,0,0,5.036,5.119,5,5,10448,3337421,0.003,2.635,1,1756.312296,4.556500608,209,-4.322128852,326.2590995,69.19197842,28.22966507,15.19222687,2.612885221,5.814349112,6.2888,0.054446127,0.210176918,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720263,1715485,1715485,454153,56693,80,,Gnathostomata,,,42866193,N,49,-15
201202_9900_1_1_1_tot_1_355,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1140707,82.73,59.532,52,43,255,358.02,1588.69,324.16,1360.28,13248.58,3406,11249,802,2784,2659.2,546.2,97.7,0.082,2821.3,94376222,55,1.777,1.465,0.54,3431,11249,1134525,1.266,31261,188.558,50,54,65,0,0,656,351,0,0,0,0,0,0,0,5.042,5.213,5,5,7168,1482439,2.027,2.794,1,1205.152796,4.86996337,212,-4.336018122,231.510259,72.52508159,28.30188679,12.43873069,2.648476056,4.696561503,4.982700263,0.081219018,0.217351782,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720292,1715485,1715485,454153,56693,80,,Gnathostomata,,,99640612,N,49,-15
201202_9900_1_1_1_tot_1_358,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,785868,81.89,60.146,41,36,255,441.79,1306.73,428.7,1095.61,10556.89,4917,11305,764,2269,2103,475.8,94,0.089,2280.4,64353281,58,1.702,1.366,0.39,5241,11305,782837,1.228,21650,82.654,44,57,71,0,0,42,79,0,0,0,0,0,0,0,4.976,5.095,5,5,6062,1137562,0,2.946,1,1000.299063,4.418067227,219,-3.772281543,211.4000946,73.26901942,27.39726027,11.93176935,2.57690955,4.630263158,5.019971469,0.088267366,0.238929352,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720295,1715485,1715485,454153,56693,80,,Gnathostomata,,,19501824,N,49,-15
201202_9900_1_1_1_tot_1_384,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1133956,66.96,55.189,28,27,255,1022.26,991.86,838.93,1223.9,11792.22,12354,12018,1808,2390,2689.4,536.9,51.6,0.102,2890.8,75928691,49,2.075,3.073,0.19,13939,12018,1131768,1.208,39425,130.924,33,48,61,0,0,74,157,0,0,0,0,0,0,0,5.455,5.615,5,5,8392,1398159,0,2.552,1,1201.5813,5.00744879,228,-4.705705706,295.4877324,82.1385902,24.12280702,11.0843126,2.71749896,4.078865444,4.385273336,0.10228038,0.277754274,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720321,1715485,1715485,454153,56693,80,,Gnathostomata,,,29601846,N,49,-15
201202_9900_1_1_1_tot_1_443,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1034648,72.94,57.65,37,34,255,1455.4,647.07,1229.66,774.62,15000.53,13123,1098,2503,1504,2562.5,514.1,29.3,0.058,2776.4,75466604,51,2,2.508,0.64,15343,1098,1028063,1.29,30946,125.081,39,50,62,0,0,171,292,0,0,0,0,0,0,0,5.67,5.848,5,5,8010,1446856,0,2.877,1,1147.760754,4.986381323,221,-4.675398048,258.8609665,79.51741157,26.24434389,14.79484251,2.737849664,5.403818444,5.85290675,0.057410215,0.255303462,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720380,1715485,1715485,454153,56693,80,,Gnathostomata,,,68129767,N,49,-15
201202_9900_1_1_1_tot_1_445,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1136255,72.6,58.413,39,34,255,604.3,1108.18,695.9,1300.58,15098.99,17544,1136,1336,2569,2532.2,571.3,115.3,0.063,2734.5,82491068,48,1.916,2.058,0.34,17770,1136,1132414,1.267,29040,170.116,41,46,56,0,0,437,327,0,0,0,0,0,0,0,5.05,5.23,5,5,7806,1575990,0,3.004,1,1202.798736,4.434325744,221,-4.725388601,213.8059868,79.88980716,26.24434389,14.18879683,2.570127779,5.520658135,5.963270142,0.062419276,0.20091726,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720382,1715485,1715485,454153,56693,80,,Gnathostomata,,,39717125,N,49,-15
201202_9900_1_1_1_tot_1_446,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1218949,73.19,53.698,44,37,255,369.31,1209.37,392.61,1412.71,15613.75,19169,1181,783,2842,2671.1,581,95.4,0.063,2849.7,89210046,53,2.144,3.074,0.58,19415,1181,1211866,1.284,32269,179.879,45,52,58,0,0,209,150,0,0,0,0,0,0,0,4.888,5.059,5,5,7246,1682097,1.112,3.099,1,1245.798567,4.597246127,218,-5.023763471,205.4069132,73.78057112,24.7706422,14.18361305,2.588913615,5.478596491,5.845750655,0.062464909,0.186589738,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720383,1715485,1715485,454153,56693,80,,Gnathostomata,,,16598493,N,49,-15
201202_9900_1_1_1_tot_1_449,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1962251,65.48,59.001,29,28,255,1028.21,1840.51,1239.78,1542.05,18703.5,14417,1336,2328,3125,3429.3,728.6,53.9,0.07,3686.5,128489704,43,2.006,2.527,0.74,16455,1336,1947718,1.273,67918,244.921,33,41,51,0,0,238,483,0,0,0,0,0,0,0,5.319,5.475,5,5,10902,2735541,0,3.221,1,1580.63771,4.703703704,227,-5.056563501,366.5310355,90.1038485,25.99118943,13.40205682,2.641861821,5.072959045,5.454651502,0.069962763,0.262632045,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720386,1715485,1715485,454153,56693,80,,Gnathostomata,,,40498891,N,49,-15
201202_9900_1_1_1_tot_1_459,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,897722,87.96,60.07,39,35,255,784.81,1206.14,947.46,1020.45,15134.41,20209,1792,1950,2106,2488.9,459.2,49.2,0.049,2715.8,78962786,65,1.444,0.734,0.28,21964,1792,895194,1.291,31982,71.879,45,64,95,0,0,27,160,0,0,0,0,0,0,0,6.333,6.432,5,5,8107,1238460,0,2.795,1,1069.118866,5.422657952,220,-3.15407855,246.6576575,68.21282401,27.27272727,15.99540159,2.87059011,5.572164948,6.080353556,0.049115613,0.260696993,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720396,1715485,1715485,454153,56693,80,,Gnathostomata,,,87556258,N,49,-15
201202_9900_1_1_1_tot_1_460,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,446320,92.87,53.36,74,35,255,502.11,766.89,467.57,868.64,7451.32,16588,1806,810,1817,1724.8,329.5,72.4,0.101,1884.3,41449357,75,1.475,1.148,0.19,17231,1806,445479,1.188,13714,30.23,57,74,99,0,0,13,30,0,0,0,0,0,0,0,6.134,6.217,5,5,5250,653512,0.295,2.578,1,753.8383604,5.227272727,220,-2.80162433,107.5174404,57.06902121,24.09090909,11.16351462,2.82271662,3.954883227,4.31942029,0.100834227,0.161088782,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720397,1715485,1715485,454153,56693,80,,Gnathostomata,,,25485272,N,49,-15
201202_9900_1_1_1_tot_1_489,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1062936,80.4,56.447,44,39,255,1496.84,372.74,1291.04,388.45,15960.12,21034,3357,2631,781,2452,551.9,3.8,0.052,2632.1,85457459,58,1.918,2.242,1.11,22290,3357,1051158,1.318,28279,128.879,47,57,69,0,0,86,89,0,0,0,0,0,0,0,4.85,5.007,5,5,6820,1492273,4.446,2.935,1,1163.345241,4.442028986,216,-4.217391304,206.5453945,69.65174129,25.92592593,15.56678356,2.56715378,6.063829787,6.508972268,0.051857561,0.201456607,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720426,1715485,1715485,454153,56693,80,,Gnathostomata,,,43513508,N,49,-15
