Label,cruise,Tow_number,Net_number,fraction,sub_part_correct,split_correct,Min_depth,Max_depth,hdif,Tow_Vol,gray_mode,area_mm2,major_mm,minor_mm,feret_mm,esd_mm,vol,Taxa,L_D,D_N,DW,O2_umol,CO2,Family,Std_length_mm,Less_10mm_or_no_ecotaxa_image
201202_9900_1_1_1_tot_1_221,jc0214,11,10,9900,1,1,0,50,50,523.9,54,86.248512,23.4381701,4.6850941,24.9166152,10.47926082,269.3760376,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,3.905952545,0.132340801,0.115136497,Myctophidae,20.115,
201202_9900_1_1_1_tot_1_233,jc0214,11,10,9900,1,1,0,50,50,523.9,34,255.846752,37.5315512,8.6791183,40.4894997,18.04865312,1480.288458,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,21.46418263,0.392403362,0.341390925,Myctophidae,36.14,
201202_9900_1_1_1_tot_1_258,jc0214,11,10,9900,1,1,0,50,50,523.9,57,132.593664,27.8036576,6.0714671,29.0545682,12.99320318,536.6459373,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,7.781366091,0.198079509,0.172329173,Myctophidae,23.71,
201202_9900_1_1_1_tot_1_270,jc0214,11,10,9900,1,1,0,50,50,523.9,41,256.670624,38.2406122,8.5457725,41.5022928,18.07768969,1462.265094,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,21.20284386,0.38899283,0.338423762,Myctophidae,35.344,
201202_9900_1_1_1_tot_1_326,jc0214,11,10,9900,1,1,0,50,50,523.9,49,271.33848,39.6873083,8.7045175,42.9235897,18.58705303,1574.489152,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,22.8300927,0.410097171,0.356784539,Myctophidae,33.755,
201202_9900_1_1_1_tot_1_355,jc0214,11,10,9900,1,1,0,50,50,523.9,52,127.759184,28.1423136,5.7804346,29.8578179,12.75413204,492.3561924,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,7.139164789,0.187748896,0.163341539,Myctophidae,24.054,
201202_9900_1_1_1_tot_1_358,jc0214,11,10,9900,1,1,0,50,50,523.9,41,88.017216,22.256049,5.0353914,24.1334732,10.58616498,295.4698412,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,4.284312698,0.139198872,0.121103018,Myctophidae,18.789,
201202_9900_1_1_1_tot_1_384,jc0214,11,10,9900,1,1,0,50,50,523.9,28,127.003072,28.4619202,5.6820127,30.5933364,12.7163349,481.1352975,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,6.976461813,0.185102752,0.161039394,Myctophidae,24.869,
201202_9900_1_1_1_tot_1_443,jc0214,11,10,9900,1,1,0,50,50,523.9,37,115.880576,27.1189375,5.4407203,29.3826412,12.14675206,420.3239072,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,6.094696654,0.170538402,0.14836841,Myctophidae,24.247,
201202_9900_1_1_1_tot_1_445,jc0214,11,10,9900,1,1,0,50,50,523.9,39,127.26056,26.7982726,6.0460679,28.9392135,12.72921902,512.9221609,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,7.437371333,0.192567965,0.167534129,Myctophidae,24.925,
201202_9900_1_1_1_tot_1_446,jc0214,11,10,9900,1,1,0,50,50,523.9,44,136.522288,28.2682513,6.148723,30.1583751,13.18428623,559.5867502,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,8.114007878,0.2033632,0.176925984,Myctophidae,26.226,
201202_9900_1_1_1_tot_1_449,jc0214,11,10,9900,1,1,0,50,50,523.9,29,219.772112,36.2922819,7.7107738,39.0142295,16.72788888,1129.81887,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,16.38237362,0.32443445,0.282257971,Myctophidae,32.594,
201202_9900_1_1_1_tot_1_459,jc0214,11,10,9900,1,1,0,50,50,523.9,39,100.544864,26.3400287,4.8597136,28.7413114,11.31448496,325.7138434,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,4.722850729,0.14699881,0.127888965,Myctophidae,21.221,
201202_9900_1_1_1_tot_1_460,jc0214,11,10,9900,1,1,0,50,50,523.9,74,49.98784,18.2535584,3.4870985,19.9415469,7.977871368,116.2183197,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,1.685165636,0.08862477,0.07710355,Myctophidae,16.695,
201202_9900_1_1_1_tot_1_489,jc0214,11,10,9900,1,1,0,50,50,523.9,44,119.048832,25.949516,5.8407577,27.8555143,12.31168269,463.5176379,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,6.721005749,0.180923132,0.157403125,Myctophidae,22.23,
201202_9900_1_1_1_tot_1_523,jc0214,11,10,9900,1,1,0,50,50,523.9,37,70.098336,22.6613779,3.9389926,23.7302609,9.447321576,184.100626,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,2.669459077,0.10889586,0.094739398,Myctophidae,19.376,
201202_9900_1_1_1_tot_1_560,jc0214,11,10,9900,1,1,0,50,50,523.9,27,100.813216,26.5432223,4.8353727,28.25661,11.32957396,324.946733,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,4.711727629,0.146802808,0.127718443,Myctophidae,21.42,
201202_9900_1_1_1_tot_1_567,jc0214,11,10,9900,1,1,0,50,50,523.9,29,78.105552,24.8763998,3.9971991,25.9336415,9.972310611,208.1122824,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,3.017628094,0.115682234,0.100643544,Myctophidae,20.673,
201202_9900_1_1_1_tot_1_594,jc0214,11,10,9900,1,1,0,50,50,523.9,23,131.706736,26.7686402,6.2640777,28.4269963,12.94967407,549.9702593,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,7.974568761,0.201153696,0.175003715,Myctophidae,23.67,
201202_9900_1_1_1_tot_1_607,jc0214,11,10,9900,1,1,0,50,50,523.9,33,99.66768,24.1768635,5.249168,25.5431288,11.26502134,348.8024494,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,5.057635517,0.152856282,0.132984965,Myctophidae,21.837,
201202_9900_1_1_1_tot_1_618,jc0214,11,10,9900,1,1,0,50,50,523.9,24,176.847216,32.3903298,6.9519727,34.4995217,15.00562047,819.6531426,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,11.88497057,0.260666425,0.22677979,Myctophidae,26.317,
201202_9900_1_1_1_tot_1_620,jc0214,11,10,9900,1,1,0,50,50,523.9,19,149.393888,28.2851841,6.7244382,31.5225238,13.79180979,669.6835719,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,9.710411793,0.228156572,0.198496218,Myctophidae,26.101,
201202_9900_1_1_1_tot_1_629,jc0214,11,10,9900,1,1,0,50,50,523.9,21,138.61512,29.1498152,6.0545343,31.0812127,13.28495681,559.4946215,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,8.112672011,0.203342069,0.1769076,Myctophidae,23.447,
201202_9900_1_1_1_tot_1_637,jc0214,11,10,9900,1,1,0,50,50,523.9,38,147.410816,24.6848475,7.6028272,37.2775592,13.69996694,747.1009875,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,10.83296432,0.245101611,0.213238402,Myctophidae,34.736,
201202_9900_1_1_1_tot_1_639,jc0214,11,10,9900,1,1,0,50,50,523.9,30,128.114672,28.5391761,5.7158783,31.2230249,12.7718638,488.2092463,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,7.079034072,0.186772364,0.162491956,Myctophidae,23.973,
204702_5000_1_4_1_199,jc0214,47,2,5000,4,0.25,750,1000,250,794,38,100.604336,14.5611497,8.7965896,20.2537454,11.31783071,589.9605209,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,8.554427554,0.199348603,0.173433284,,,Not in ecotaxa photos
204702_5000_1_4_1_212,jc0214,47,2,5000,4,0.25,750,1000,250,794,243,38.425856,12.2900379,3.9813246,14.9633037,6.994660171,102.0016082,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,1.479023319,0.073164881,0.063653447,,,Not in ecotaxa photos
204702_5000_1_4_1_476,jc0214,47,2,5000,4,0.25,750,1000,250,794,254,56.854336,14.5050598,4.9909428,22.5185074,8.508179426,189.1835327,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,2.743161224,0.099401929,0.086479679,,,Not in ecotaxa photos
204703_5000_1_4_1_26,jc0214,47,3,5000,4,0.25,500,750,250,905.1,66,95.336416,20.9067165,5.8058338,29.7837369,11.01753033,368.9891969,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,5.350343355,0.148245265,0.128973381,,,Not in ecotaxa photos
204703_5000_1_4_1_545,jc0214,47,3,5000,4,0.25,500,750,250,905.1,242,31.99672,10.3469991,3.936876,14.3156241,6.382746183,83.96852137,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,1.21754356,0.068526228,0.059617818,,,Not in ecotaxa photos
204703_5000_1_4_1_620,jc0214,47,3,5000,4,0.25,500,750,250,905.1,58,90.339984,21.8496618,5.2639842,24.0509258,10.72493945,317.0096594,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,4.596640062,0.135100127,0.117537111,,,Not in ecotaxa photos
204703_5000_1_4_1_1129,jc0214,47,3,5000,4,0.25,500,750,250,905.1,243,36.201312,11.7386636,3.926293,15.8247599,6.789174937,94.75075753,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,1.373885984,0.07208952,0.062717882,,,Not in ecotaxa photos
204705_2000_1_4_1_170,jc0214,47,5,2000,4,0.25,300,400,100,532.9,242,92.013712,19.4917694,6.0100857,26.838488,10.82383391,368.6474352,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,5.34538781,0.148474292,0.129172634,,,Not in ecotaxa photos
204705_5000_1_4_1_295,jc0214,47,5,5000,4,0.25,300,400,100,532.9,49,42.235648,15.1844884,3.5410718,21.6761006,7.333215115,99.69382336,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,1.445560439,0.074009914,0.064388625,,,Not in ecotaxa photos
204705_5000_1_4_1_420,jc0214,47,5,5000,4,0.25,300,400,100,532.9,51,46.677232,11.5238287,5.1570959,17.5413225,7.70916589,160.4744261,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,2.326879179,0.092688814,0.080639268,,,Not in ecotaxa photos
204705_5000_1_4_1_926,jc0214,47,5,5000,4,0.25,300,400,100,532.9,254,51.525488,11.768296,5.5751244,18.647246,8.099643441,191.523174,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,2.777086024,0.101656474,0.088441133,,,Not in ecotaxa photos
204706_5000_1_4_1_470,jc0214,47,6,5000,4,0.25,200,300,100,762,29,68.17944,20.0770093,4.3242138,27.0660225,9.317117211,196.5676109,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,2.850230359,0.103830419,0.090332464,,,Not in ecotaxa photos
204802_5000_1_4_1_63,jc0214,48,2,5000,4,0.25,750,1000,250,757.2,254,43.953504,13.5663477,4.1252534,14.646872,7.480861177,120.8823315,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,1.752793807,0.079226447,0.068927009,Myctophidae,29.419,
204802_5000_1_4_1_72,jc0214,48,2,5000,4,0.25,750,1000,250,757.2,47,24.757712,5.8979059,5.344415,19.5192852,5.614487218,88.20573232,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,1.278983119,0.06875086,0.059813249,,,Not in ecotaxa photos
204803_2000_1_4_1_221,jc0214,48,3,2000,4,0.25,500,750,250,752.9,66,33.437152,7.1996149,5.9137804,9.0262407,6.524834251,131.8372928,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,1.911640746,0.083797481,0.072903808,,,Not in ecotaxa photos
204803_2000_1_4_1_690,jc0214,48,3,2000,4,0.25,500,750,250,752.9,77,57.811264,13.0371977,5.6460305,16.9973563,8.579482182,217.6052221,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,3.155275721,0.108658376,0.094532787,,,Not in ecotaxa photos
204803_5000_1_4_1_93,jc0214,48,3,5000,4,0.25,500,750,250,752.9,92,20.000624,7.2853372,3.4955649,13.8859543,5.046341265,46.61042037,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.675851095,0.055348563,0.048153249,,,Not in ecotaxa photos
204804_2000_1_4_1_413,jc0214,48,4,2000,4,0.25,400,500,100,725.3,93,8.894368,8.1796007,1.3842564,8.8590293,3.365211708,8.206610206,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.118995848,0.039057501,0.033980026,,,Not in ecotaxa photos
204804_5000_1_4_1_437,jc0214,48,4,5000,4,0.25,400,500,100,725.3,49,55.16616,17.4608917,4.0225983,21.1035603,8.380910859,147.9375331,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,2.14509423,0.088815139,0.077269171,,,Not in ecotaxa photos
204805_5000_1_4_1_411,jc0214,48,5,5000,4,0.25,300,400,100,471.3,123,11.098752,8.0240306,1.7610112,8.752141,3.759169581,13.02913052,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.188922393,0.041691372,0.036271493,,,Not in ecotaxa photos
204806_5000_1_4_1_67,jc0214,48,6,5000,4,0.25,200,300,100,509.7,241,28.67984,11.7185559,3.1156352,14.7770429,6.042869371,59.56154052,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.863642337,0.061059172,0.05312148,,,Not in ecotaxa photos
204806_5000_1_4_1_105,jc0214,48,6,5000,4,0.25,200,300,100,509.7,88,13.497008,7.7552224,2.2160802,12.3704687,4.145468284,19.94177565,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.289155747,0.045510528,0.039594159,,,Not in ecotaxa photos
204807_5000_1_4_1_50,jc0214,48,7,5000,4,0.25,150,200,50,233,44,74.611488,17.03863,5.5751244,19.7066043,9.746702153,277.295243,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,4.020781023,0.126214113,0.109806278,,,Not in ecotaxa photos
204808_5000_1_4_1_115,jc0214,48,8,5000,4,0.25,0,150,150,383.9,53,122.542784,21.1279012,7.3848174,28.8016345,12.49104335,603.3016347,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,8.747873704,0.206882568,0.179987834,,,Not in ecotaxa photos
204808_5000_1_4_1_640,jc0214,48,8,5000,4,0.25,0,150,150,383.9,80,40.163312,14.7812761,3.4595827,23.2000526,7.151046525,92.63134819,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,1.343154549,0.074633221,0.064930902,Paralepididae,23.642,
204808_5000_1_4_1_648,jc0214,48,8,5000,4,0.25,0,150,150,383.9,52,18.611936,9.7247187,2.4372649,12.1905577,4.868000558,30.24691864,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.43858032,0.052172462,0.045390042,Paralepididae,11.076,
204808_5000_1_4_1_1230,jc0214,48,8,5000,4,0.25,0,150,150,383.9,43,93.648464,21.7385403,5.4851689,29.7033061,10.91956086,342.4593365,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,4.96566038,0.144823181,0.125996168,,,Not in ecotaxa photos
209010_0200_1_1024_1_192,jc0214,90,10,200,1024,0.000976563,0,50,50,365.8,120,1.360464,2.7103063,0.6392132,3.185483,1.316128735,0.579840394,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.008407686,0.04377683,0.038085842,,,Not in ecotaxa photos
209010_5000_1_4_1_tot_1_39,jc0214,90,10,5000,4,0.25,0,50,50,510.7,254,153.285888,29.5752518,6.5985005,39.8852104,13.9703064,674.2447617,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,9.776549044,0.229165345,0.19937385,Gonostomatidae,37.77,
209010_5000_1_4_1_tot_1_47,jc0214,90,10,5000,4,0.25,0,50,50,510.7,66,59.862992,16.9899482,4.4861337,18.4207698,8.730398223,179.03383,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,2.595990535,0.107441925,0.093474474,Gonostomatidae,33.262,
209010_5000_1_4_1_tot_1_51,jc0214,90,10,5000,4,0.25,0,50,50,510.7,31,197.316224,33.749187,7.4440822,36.5293411,15.85025458,979.2289802,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,14.19882021,0.293979874,0.25576249,Myctophidae,28.865,
209010_5000_1_4_1_tot_1_52,jc0214,90,10,5000,4,0.25,0,50,50,510.7,31,56.073248,17.14446,4.1644105,18.7901165,8.449532887,155.6788084,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,2.257342721,0.100629268,0.087547463,Myctophidae,16.339,
209010_5000_1_4_1_tot_1_60,jc0214,90,10,5000,4,0.25,0,50,50,510.7,23,28.545888,11.8646013,3.0637785,14.0394078,6.028740948,58.31314964,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.84554067,0.069313053,0.060302357,Myctophidae,12.681,
209010_5000_1_4_1_tot_1_63,jc0214,90,10,5000,4,0.25,0,50,50,510.7,25,180.612208,30.5086724,7.5372126,33.717438,15.16451046,907.493374,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,13.15865392,0.279149381,0.242859961,Myctophidae,29.419,
209010_5000_1_4_1_tot_1_64,jc0214,90,10,5000,4,0.25,0,50,50,510.7,27,172.087216,31.7352421,6.9043492,33.8105684,14.80229818,792.1108007,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,11.48560661,0.254791334,0.22166846,Myctophidae,29.074,
jc0214_m47_n10_1000_1_127,jc0214,47,10,1000,8,0.125,0,49.9,49.9,430.4,162,3.899616,6.6365993,0.7482181,6.9276318,2.228259495,1.945362944,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,0.028207763,0.044843754,0.039014066,,,Y
jc0214_m47_n10_2000_1_28,jc0214,47,10,2000,4,0.25,0,49.9,49.9,430.4,240,2.612064,3.4405333,0.9672862,4.0786882,1.823672087,1.685521791,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,0.024440066,0.044657281,0.038851835,,,Y
jc0214_m47_n9_5000_1_35,jc0214,47,9,5000,4,0.25,49.9,99.2,49.3,265.3,113,4.549104,3.1971243,1.8118096,4.9168618,2.406676831,5.495196878,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Day,0.079680355,0.042043447,0.036577799,,,Y
jc0214_m48_n10_5000_1_34,jc0214,48,10,5000,4,0.25,0,49.8,49.8,336.5,44,42.397824,12.8456454,4.2025093,16.3623763,7.347280628,118.7878216,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,1.722423413,0.089428792,0.077803049,Myctophidae,13.687,
jc0214_m48_n9_1000_1_708,jc0214,48,9,1000,32,0.03125,49.8,100.4,50.6,327,241,1.347472,1.8001683,0.9535283,3.0965858,1.309829354,0.85699622,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.012426445,0.039420441,0.034295784,,,Y
jc0214_m48_n9_2000_1_1009,jc0214,48,9,2000,32,0.03125,49.8,100.4,50.6,327,254,4.558176,4.2183838,1.37579,5.2237688,2.409075379,4.18070005,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,0.060620151,0.041701191,0.036280036,,,Not in ecotaxa photos
